Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,RateType,Rate,Education_Field
34,No,Travel_Rarely,Research_Development,9,Male,3,Healthcare_Representative,Very_High,Divorced,8500,0,No,Excellent,10,0,9,7,HourlyRate,86,Bachelor//Life_Sciences
34,No,Travel_Rarely,Research_Development,9,Male,3,Healthcare_Representative,Very_High,Divorced,8500,0,No,Excellent,10,0,9,7,MonthlyRate,5494,Bachelor//Life_Sciences
44,No,Travel_Rarely,Research_Development,10,Male,2,Healthcare_Representative,Very_High,Married,6465,2,Yes,Excellent,9,5,4,2,DailyRate,1459,Master//Other
44,No,Travel_Rarely,Research_Development,10,Male,2,Healthcare_Representative,Very_High,Married,6465,2,Yes,Excellent,9,5,4,2,HourlyRate,41,Master//Other
44,No,Travel_Rarely,Research_Development,10,Male,2,Healthcare_Representative,Very_High,Married,6465,2,Yes,Excellent,9,5,4,2,MonthlyRate,19121,Master//Other
44,No,Travel_Frequently,Research_Development,2,Male,3,Manufacturing_Director,High,Single,10209,5,Yes,Excellent,16,2,2,2,DailyRate,1193,Below_College//Medical
44,No,Travel_Frequently,Research_Development,2,Male,3,Manufacturing_Director,High,Single,10209,5,Yes,Excellent,16,2,2,2,HourlyRate,86,Below_College//Medical
44,No,Travel_Frequently,Research_Development,2,Male,3,Manufacturing_Director,High,Single,10209,5,Yes,Excellent,16,2,2,2,MonthlyRate,19719,Below_College//Medical
25,No,Travel_Rarely,Sales,10,Male,2,Sales_Executive,Very_High,Single,4950,0,No,Excellent,5,4,4,3,DailyRate,1356,Master//Life_Sciences
25,No,Travel_Rarely,Sales,10,Male,2,Sales_Executive,Very_High,Single,4950,0,No,Excellent,5,4,4,3,HourlyRate,57,Master//Life_Sciences
25,No,Travel_Rarely,Sales,10,Male,2,Sales_Executive,Very_High,Single,4950,0,No,Excellent,5,4,4,3,MonthlyRate,20623,Master//Life_Sciences
45,No,Travel_Rarely,Research_Development,20,Male,4,Healthcare_Representative,Very_High,Married,13496,0,Yes,Excellent,21,2,20,7,DailyRate,1385,College//Medical
45,No,Travel_Rarely,Research_Development,20,Male,4,Healthcare_Representative,Very_High,Married,13496,0,Yes,Excellent,21,2,20,7,HourlyRate,79,College//Medical
45,No,Travel_Rarely,Research_Development,20,Male,4,Healthcare_Representative,Very_High,Married,13496,0,Yes,Excellent,21,2,20,7,MonthlyRate,7501,College//Medical
28,No,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Low,Married,3591,1,No,Outstanding,3,3,3,2,DailyRate,1217,Bachelor//Medical
28,No,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Low,Married,3591,1,No,Outstanding,3,3,3,2,HourlyRate,67,Bachelor//Medical
28,No,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Low,Married,3591,1,No,Outstanding,3,3,3,2,MonthlyRate,12719,Bachelor//Medical
26,No,Travel_Rarely,Research_Development,2,Male,2,Manufacturing_Director,Very_High,Married,5472,1,No,Excellent,8,2,8,7,DailyRate,1066,College//Medical
26,No,Travel_Rarely,Research_Development,2,Male,2,Manufacturing_Director,Very_High,Married,5472,1,No,Excellent,8,2,8,7,HourlyRate,32,College//Medical
26,No,Travel_Rarely,Research_Development,2,Male,2,Manufacturing_Director,Very_High,Married,5472,1,No,Excellent,8,2,8,7,MonthlyRate,3334,College//Medical
28,Yes,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Medium,Single,2216,7,Yes,Excellent,10,4,7,7,DailyRate,654,College//Life_Sciences
28,Yes,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Medium,Single,2216,7,Yes,Excellent,10,4,7,7,HourlyRate,67,College//Life_Sciences
28,Yes,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Medium,Single,2216,7,Yes,Excellent,10,4,7,7,MonthlyRate,3872,College//Life_Sciences
36,No,Travel_Rarely,Research_Development,6,Male,1,Laboratory_Technician,High,Divorced,2741,1,No,Excellent,7,4,7,7,DailyRate,917,Master//Life_Sciences
36,No,Travel_Rarely,Research_Development,6,Male,1,Laboratory_Technician,High,Divorced,2741,1,No,Excellent,7,4,7,7,HourlyRate,60,Master//Life_Sciences
36,No,Travel_Rarely,Research_Development,6,Male,1,Laboratory_Technician,High,Divorced,2741,1,No,Excellent,7,4,7,7,MonthlyRate,6865,Master//Life_Sciences
28,No,Travel_Rarely,Sales,5,Male,2,Sales_Executive,Low,Single,8463,0,No,Excellent,6,4,5,4,DailyRate,866,Bachelor//Medical
28,No,Travel_Rarely,Sales,5,Male,2,Sales_Executive,Low,Single,8463,0,No,Excellent,6,4,5,4,HourlyRate,84,Bachelor//Medical
28,No,Travel_Rarely,Sales,5,Male,2,Sales_Executive,Low,Single,8463,0,No,Excellent,6,4,5,4,MonthlyRate,23490,Bachelor//Medical
33,No,Travel_Frequently,Sales,5,Male,2,Sales_Executive,Very_High,Married,9998,6,No,Excellent,8,2,5,4,DailyRate,1111,Below_College//Life_Sciences
33,No,Travel_Frequently,Sales,5,Male,2,Sales_Executive,Very_High,Married,9998,6,No,Excellent,8,2,5,4,HourlyRate,61,Below_College//Life_Sciences
33,No,Travel_Frequently,Sales,5,Male,2,Sales_Executive,Very_High,Married,9998,6,No,Excellent,8,2,5,4,MonthlyRate,19293,Below_College//Life_Sciences
35,No,Travel_Rarely,Sales,1,Male,2,Sales_Executive,High,Married,4717,9,No,Excellent,15,2,11,9,DailyRate,619,Bachelor//Marketing
35,No,Travel_Rarely,Sales,1,Male,2,Sales_Executive,High,Married,4717,9,No,Excellent,15,2,11,9,HourlyRate,85,Bachelor//Marketing
35,No,Travel_Rarely,Sales,1,Male,2,Sales_Executive,High,Married,4717,9,No,Excellent,15,2,11,9,MonthlyRate,18659,Bachelor//Marketing
35,No,Travel_Rarely,Sales,18,Female,2,Sales_Executive,High,Married,4601,1,No,Excellent,5,3,5,2,DailyRate,1219,Bachelor//Medical
35,No,Travel_Rarely,Sales,18,Female,2,Sales_Executive,High,Married,4601,1,No,Excellent,5,3,5,2,HourlyRate,86,Bachelor//Medical
35,No,Travel_Rarely,Sales,18,Female,2,Sales_Executive,High,Married,4601,1,No,Excellent,5,3,5,2,MonthlyRate,6179,Bachelor//Medical
30,No,Travel_Rarely,Human_Resources,1,Male,1,Human_Resources,High,Divorced,2064,0,No,Outstanding,6,3,5,3,DailyRate,330,Bachelor//Life_Sciences
30,No,Travel_Rarely,Human_Resources,1,Male,1,Human_Resources,High,Divorced,2064,0,No,Outstanding,6,3,5,3,HourlyRate,46,Bachelor//Life_Sciences
30,No,Travel_Rarely,Human_Resources,1,Male,1,Human_Resources,High,Divorced,2064,0,No,Outstanding,6,3,5,3,MonthlyRate,15428,Bachelor//Life_Sciences
30,No,Non-Travel,Research_Development,1,Male,3,Manufacturing_Director,High,Single,8474,1,No,Outstanding,12,2,11,8,DailyRate,829,Below_College//Life_Sciences
30,No,Non-Travel,Research_Development,1,Male,3,Manufacturing_Director,High,Single,8474,1,No,Outstanding,12,2,11,8,HourlyRate,88,Below_College//Life_Sciences
30,No,Non-Travel,Research_Development,1,Male,3,Manufacturing_Director,High,Single,8474,1,No,Outstanding,12,2,11,8,MonthlyRate,20925,Below_College//Life_Sciences
31,No,Travel_Rarely,Research_Development,2,Male,1,Laboratory_Technician,High,Married,3477,1,No,Excellent,6,2,5,2,DailyRate,741,Master//Life_Sciences
31,No,Travel_Rarely,Research_Development,2,Male,1,Laboratory_Technician,High,Married,3477,1,No,Excellent,6,2,5,2,HourlyRate,69,Master//Life_Sciences
31,No,Travel_Rarely,Research_Development,2,Male,1,Laboratory_Technician,High,Married,3477,1,No,Excellent,6,2,5,2,MonthlyRate,18103,Master//Life_Sciences
52,No,Non-Travel,Research_Development,19,Male,1,Research_Scientist,Very_High,Married,4258,0,No,Excellent,5,3,4,3,DailyRate,715,Master//Medical
52,No,Non-Travel,Research_Development,19,Male,1,Research_Scientist,Very_High,Married,4258,0,No,Excellent,5,3,4,3,HourlyRate,41,Master//Medical
52,No,Non-Travel,Research_Development,19,Male,1,Research_Scientist,Very_High,Married,4258,0,No,Excellent,5,3,4,3,MonthlyRate,26589,Master//Medical
26,No,Travel_Rarely,Sales,5,Female,1,Sales_Representative,High,Single,2966,0,No,Excellent,5,2,4,2,DailyRate,1167,Bachelor//Other
26,No,Travel_Rarely,Sales,5,Female,1,Sales_Representative,High,Single,2966,0,No,Excellent,5,2,4,2,HourlyRate,30,Bachelor//Other
26,No,Travel_Rarely,Sales,5,Female,1,Sales_Representative,High,Single,2966,0,No,Excellent,5,2,4,2,MonthlyRate,21378,Bachelor//Other
28,No,Travel_Rarely,Sales,3,Female,1,Sales_Representative,Medium,Married,2856,1,No,Excellent,1,3,1,0,DailyRate,1172,Bachelor//Medical
28,No,Travel_Rarely,Sales,3,Female,1,Sales_Representative,Medium,Married,2856,1,No,Excellent,1,3,1,0,HourlyRate,78,Bachelor//Medical
28,No,Travel_Rarely,Sales,3,Female,1,Sales_Representative,Medium,Married,2856,1,No,Excellent,1,3,1,0,MonthlyRate,3692,Bachelor//Medical
28,No,Travel_Rarely,Research_Development,10,Female,2,Research_Scientist,High,Single,3660,3,No,Excellent,10,4,8,7,DailyRate,857,Bachelor//Other
28,No,Travel_Rarely,Research_Development,10,Female,2,Research_Scientist,High,Single,3660,3,No,Excellent,10,4,8,7,HourlyRate,59,Bachelor//Other
28,No,Travel_Rarely,Research_Development,10,Female,2,Research_Scientist,High,Single,3660,3,No,Excellent,10,4,8,7,MonthlyRate,7909,Bachelor//Other
38,No,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Medium,Married,2899,0,No,Excellent,3,3,2,2,DailyRate,395,Bachelor//Marketing
38,No,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Medium,Married,2899,0,No,Excellent,3,3,2,2,HourlyRate,98,Bachelor//Marketing
38,No,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Medium,Married,2899,0,No,Excellent,3,3,2,2,MonthlyRate,12102,Bachelor//Marketing
48,No,Travel_Rarely,Sales,29,Female,3,Manager,High,Married,12504,3,No,Outstanding,15,3,0,0,DailyRate,530,Below_College//Medical
48,No,Travel_Rarely,Sales,29,Female,3,Manager,High,Married,12504,3,No,Outstanding,15,3,0,0,HourlyRate,91,Below_College//Medical
48,No,Travel_Rarely,Sales,29,Female,3,Manager,High,Married,12504,3,No,Outstanding,15,3,0,0,MonthlyRate,23978,Below_College//Medical
30,No,Travel_Rarely,Research_Development,1,Male,1,Laboratory_Technician,Medium,Married,3748,1,No,Excellent,12,6,12,8,DailyRate,911,College//Medical
30,No,Travel_Rarely,Research_Development,1,Male,1,Laboratory_Technician,Medium,Married,3748,1,No,Excellent,12,6,12,8,HourlyRate,76,College//Medical
30,No,Travel_Rarely,Research_Development,1,Male,1,Laboratory_Technician,Medium,Married,3748,1,No,Excellent,12,6,12,8,MonthlyRate,4077,College//Medical
53,No,Travel_Rarely,Sales,7,Female,3,Sales_Executive,Very_High,Married,10934,7,Yes,Excellent,35,3,5,2,DailyRate,661,College//Marketing
53,No,Travel_Rarely,Sales,7,Female,3,Sales_Executive,Very_High,Married,10934,7,Yes,Excellent,35,3,5,2,HourlyRate,78,College//Marketing
53,No,Travel_Rarely,Sales,7,Female,3,Sales_Executive,Very_High,Married,10934,7,Yes,Excellent,35,3,5,2,MonthlyRate,20715,College//Marketing
41,No,Non-Travel,Research_Development,7,Female,5,Research_Director,High,Divorced,19973,1,No,Outstanding,21,3,21,16,DailyRate,247,Below_College//Life_Sciences
41,No,Non-Travel,Research_Development,7,Female,5,Research_Director,High,Divorced,19973,1,No,Outstanding,21,3,21,16,HourlyRate,55,Below_College//Life_Sciences
41,No,Non-Travel,Research_Development,7,Female,5,Research_Director,High,Divorced,19973,1,No,Outstanding,21,3,21,16,MonthlyRate,20284,Below_College//Life_Sciences
33,No,Travel_Rarely,Sales,10,Male,3,Sales_Executive,High,Divorced,8380,0,Yes,Excellent,10,3,9,8,DailyRate,536,Doctor//Marketing
33,No,Travel_Rarely,Sales,10,Male,3,Sales_Executive,High,Divorced,8380,0,Yes,Excellent,10,3,9,8,HourlyRate,82,Doctor//Marketing
33,No,Travel_Rarely,Sales,10,Male,3,Sales_Executive,High,Divorced,8380,0,Yes,Excellent,10,3,9,8,MonthlyRate,21708,Doctor//Marketing
39,No,Travel_Rarely,Sales,4,Female,2,Sales_Executive,High,Married,5902,4,No,Excellent,17,1,15,11,DailyRate,1329,Master//Life_Sciences
39,No,Travel_Rarely,Sales,4,Female,2,Sales_Executive,High,Married,5902,4,No,Excellent,17,1,15,11,HourlyRate,47,Master//Life_Sciences
39,No,Travel_Rarely,Sales,4,Female,2,Sales_Executive,High,Married,5902,4,No,Excellent,17,1,15,11,MonthlyRate,14590,Master//Life_Sciences
39,Yes,Travel_Rarely,Research_Development,23,Male,1,Research_Scientist,Low,Single,3904,0,No,Excellent,6,2,5,2,DailyRate,360,Bachelor//Medical
39,Yes,Travel_Rarely,Research_Development,23,Male,1,Research_Scientist,Low,Single,3904,0,No,Excellent,6,2,5,2,HourlyRate,93,Bachelor//Medical
39,Yes,Travel_Rarely,Research_Development,23,Male,1,Research_Scientist,Low,Single,3904,0,No,Excellent,6,2,5,2,MonthlyRate,22154,Bachelor//Medical
53,No,Travel_Rarely,Research_Development,3,Male,4,Research_Director,High,Married,17584,3,Yes,Excellent,21,5,5,3,DailyRate,1070,Master//Medical
53,No,Travel_Rarely,Research_Development,3,Male,4,Research_Director,High,Married,17584,3,Yes,Excellent,21,5,5,3,HourlyRate,45,Master//Medical
53,No,Travel_Rarely,Research_Development,3,Male,4,Research_Director,High,Married,17584,3,Yes,Excellent,21,5,5,3,MonthlyRate,21016,Master//Medical
40,No,Travel_Rarely,Research_Development,2,Male,5,Research_Director,High,Divorced,19436,0,No,Excellent,22,5,21,7,DailyRate,1416,College//Medical
40,No,Travel_Rarely,Research_Development,2,Male,5,Research_Director,High,Divorced,19436,0,No,Excellent,22,5,21,7,HourlyRate,49,College//Medical
40,No,Travel_Rarely,Research_Development,2,Male,5,Research_Director,High,Divorced,19436,0,No,Excellent,22,5,21,7,MonthlyRate,5949,College//Medical
24,Yes,Travel_Frequently,Research_Development,7,Female,1,Laboratory_Technician,High,Married,2886,1,Yes,Excellent,6,4,6,3,DailyRate,1287,Bachelor//Life_Sciences
24,Yes,Travel_Frequently,Research_Development,7,Female,1,Laboratory_Technician,High,Married,2886,1,Yes,Excellent,6,4,6,3,HourlyRate,55,Bachelor//Life_Sciences
24,Yes,Travel_Frequently,Research_Development,7,Female,1,Laboratory_Technician,High,Married,2886,1,Yes,Excellent,6,4,6,3,MonthlyRate,14168,Bachelor//Life_Sciences
27,Yes,Travel_Rarely,Sales,2,Male,1,Sales_Representative,Low,Divorced,3041,0,No,Excellent,5,3,4,3,DailyRate,1420,Below_College//Marketing
27,Yes,Travel_Rarely,Sales,2,Male,1,Sales_Representative,Low,Divorced,3041,0,No,Excellent,5,3,4,3,HourlyRate,85,Below_College//Marketing
27,Yes,Travel_Rarely,Sales,2,Male,1,Sales_Representative,Low,Divorced,3041,0,No,Excellent,5,3,4,3,MonthlyRate,16346,Below_College//Marketing
36,No,Travel_Rarely,Research_Development,3,Male,2,Healthcare_Representative,Low,Divorced,6842,6,No,Outstanding,13,3,5,4,DailyRate,1040,College//Life_Sciences
36,No,Travel_Rarely,Research_Development,3,Male,2,Healthcare_Representative,Low,Divorced,6842,6,No,Outstanding,13,3,5,4,HourlyRate,79,College//Life_Sciences
36,No,Travel_Rarely,Research_Development,3,Male,2,Healthcare_Representative,Low,Divorced,6842,6,No,Outstanding,13,3,5,4,MonthlyRate,26308,College//Life_Sciences
35,No,Travel_Rarely,Research_Development,16,Female,3,Healthcare_Representative,Medium,Single,8606,1,No,Excellent,11,3,11,8,DailyRate,1029,Bachelor//Life_Sciences
35,No,Travel_Rarely,Research_Development,16,Female,3,Healthcare_Representative,Medium,Single,8606,1,No,Excellent,11,3,11,8,HourlyRate,91,Bachelor//Life_Sciences
35,No,Travel_Rarely,Research_Development,16,Female,3,Healthcare_Representative,Medium,Single,8606,1,No,Excellent,11,3,11,8,MonthlyRate,21195,Bachelor//Life_Sciences
38,No,Travel_Frequently,Research_Development,12,Male,2,Healthcare_Representative,Low,Divorced,6288,2,No,Excellent,13,3,4,3,DailyRate,471,Bachelor//Life_Sciences
38,No,Travel_Frequently,Research_Development,12,Male,2,Healthcare_Representative,Low,Divorced,6288,2,No,Excellent,13,3,4,3,HourlyRate,45,Bachelor//Life_Sciences
38,No,Travel_Frequently,Research_Development,12,Male,2,Healthcare_Representative,Low,Divorced,6288,2,No,Excellent,13,3,4,3,MonthlyRate,4284,Bachelor//Life_Sciences
35,No,Travel_Rarely,Research_Development,23,Female,1,Laboratory_Technician,Low,Married,4014,3,Yes,Excellent,4,3,2,2,DailyRate,1142,Master//Medical
35,No,Travel_Rarely,Research_Development,23,Female,1,Laboratory_Technician,Low,Married,4014,3,Yes,Excellent,4,3,2,2,HourlyRate,30,Master//Medical
35,No,Travel_Rarely,Research_Development,23,Female,1,Laboratory_Technician,Low,Married,4014,3,Yes,Excellent,4,3,2,2,MonthlyRate,16002,Master//Medical
22,No,Travel_Rarely,Research_Development,11,Female,1,Research_Scientist,Medium,Married,2244,1,No,Excellent,2,1,2,1,DailyRate,253,Bachelor//Medical
22,No,Travel_Rarely,Research_Development,11,Female,1,Research_Scientist,Medium,Married,2244,1,No,Excellent,2,1,2,1,HourlyRate,43,Bachelor//Medical
22,No,Travel_Rarely,Research_Development,11,Female,1,Research_Scientist,Medium,Married,2244,1,No,Excellent,2,1,2,1,MonthlyRate,24440,Bachelor//Medical
38,Yes,Travel_Rarely,Research_Development,2,Male,2,Manufacturing_Director,Medium,Married,4855,4,No,Excellent,7,2,5,2,DailyRate,903,Bachelor//Medical
38,Yes,Travel_Rarely,Research_Development,2,Male,2,Manufacturing_Director,Medium,Married,4855,4,No,Excellent,7,2,5,2,HourlyRate,81,Bachelor//Medical
38,Yes,Travel_Rarely,Research_Development,2,Male,2,Manufacturing_Director,Medium,Married,4855,4,No,Excellent,7,2,5,2,MonthlyRate,7653,Bachelor//Medical
38,No,Travel_Rarely,Research_Development,9,Female,1,Laboratory_Technician,Very_High,Single,2288,1,No,Excellent,2,3,2,2,DailyRate,1380,College//Life_Sciences
38,No,Travel_Rarely,Research_Development,9,Female,1,Laboratory_Technician,Very_High,Single,2288,1,No,Excellent,2,3,2,2,HourlyRate,75,College//Life_Sciences
38,No,Travel_Rarely,Research_Development,9,Female,1,Laboratory_Technician,Very_High,Single,2288,1,No,Excellent,2,3,2,2,MonthlyRate,6319,College//Life_Sciences
31,Yes,Travel_Frequently,Research_Development,1,Female,3,Manufacturing_Director,Medium,Single,7446,1,No,Excellent,10,2,10,8,DailyRate,1445,Doctor//Life_Sciences
31,Yes,Travel_Frequently,Research_Development,1,Female,3,Manufacturing_Director,Medium,Single,7446,1,No,Excellent,10,2,10,8,HourlyRate,100,Doctor//Life_Sciences
31,Yes,Travel_Frequently,Research_Development,1,Female,3,Manufacturing_Director,Medium,Single,7446,1,No,Excellent,10,2,10,8,MonthlyRate,8931,Doctor//Life_Sciences
36,No,Travel_Rarely,Research_Development,2,Female,2,Manufacturing_Director,Medium,Single,5410,9,Yes,Excellent,18,2,16,14,DailyRate,429,Master//Life_Sciences
36,No,Travel_Rarely,Research_Development,2,Female,2,Manufacturing_Director,Medium,Single,5410,9,Yes,Excellent,18,2,16,14,HourlyRate,53,Master//Life_Sciences
36,No,Travel_Rarely,Research_Development,2,Female,2,Manufacturing_Director,Medium,Single,5410,9,Yes,Excellent,18,2,16,14,MonthlyRate,2323,Master//Life_Sciences
28,Yes,Travel_Rarely,Research_Development,24,Male,1,Laboratory_Technician,Medium,Married,2408,1,Yes,Excellent,1,3,1,1,DailyRate,329,Bachelor//Medical
28,Yes,Travel_Rarely,Research_Development,24,Male,1,Laboratory_Technician,Medium,Married,2408,1,Yes,Excellent,1,3,1,1,HourlyRate,51,Bachelor//Medical
28,Yes,Travel_Rarely,Research_Development,24,Male,1,Laboratory_Technician,Medium,Married,2408,1,Yes,Excellent,1,3,1,1,MonthlyRate,7324,Bachelor//Medical
49,No,Travel_Rarely,Research_Development,1,Female,4,Healthcare_Representative,High,Single,13964,7,Yes,Excellent,25,2,7,1,DailyRate,1091,College//Technical_Degree
49,No,Travel_Rarely,Research_Development,1,Female,4,Healthcare_Representative,High,Single,13964,7,Yes,Excellent,25,2,7,1,HourlyRate,90,College//Technical_Degree
49,No,Travel_Rarely,Research_Development,1,Female,4,Healthcare_Representative,High,Single,13964,7,Yes,Excellent,25,2,7,1,MonthlyRate,17810,College//Technical_Degree
37,No,Travel_Rarely,Research_Development,1,Female,3,Manufacturing_Director,Very_High,Single,7491,4,No,Excellent,12,3,6,5,DailyRate,799,Bachelor//Technical_Degree
37,No,Travel_Rarely,Research_Development,1,Female,3,Manufacturing_Director,Very_High,Single,7491,4,No,Excellent,12,3,6,5,HourlyRate,59,Bachelor//Technical_Degree
37,No,Travel_Rarely,Research_Development,1,Female,3,Manufacturing_Director,Very_High,Single,7491,4,No,Excellent,12,3,6,5,MonthlyRate,23848,Bachelor//Technical_Degree
30,No,Travel_Rarely,Sales,27,Male,2,Sales_Executive,Very_High,Divorced,5304,7,No,Outstanding,10,2,8,7,DailyRate,501,Doctor//Marketing
30,No,Travel_Rarely,Sales,27,Male,2,Sales_Executive,Very_High,Divorced,5304,7,No,Outstanding,10,2,8,7,HourlyRate,99,Doctor//Marketing
30,No,Travel_Rarely,Sales,27,Male,2,Sales_Executive,Very_High,Divorced,5304,7,No,Outstanding,10,2,8,7,MonthlyRate,25275,Doctor//Marketing
31,No,Travel_Rarely,Sales,7,Male,2,Sales_Executive,Very_High,Married,6929,4,No,Excellent,10,3,8,7,DailyRate,218,Bachelor//Technical_Degree
31,No,Travel_Rarely,Sales,7,Male,2,Sales_Executive,Very_High,Married,6929,4,No,Excellent,10,3,8,7,HourlyRate,100,Bachelor//Technical_Degree
31,No,Travel_Rarely,Sales,7,Male,2,Sales_Executive,Very_High,Married,6929,4,No,Excellent,10,3,8,7,MonthlyRate,12241,Bachelor//Technical_Degree
36,No,Non-Travel,Sales,8,Male,3,Sales_Executive,Low,Single,7587,1,No,Excellent,10,1,10,7,DailyRate,1434,Master//Life_Sciences
36,No,Non-Travel,Sales,8,Male,3,Sales_Executive,Low,Single,7587,1,No,Excellent,10,1,10,7,HourlyRate,76,Master//Life_Sciences
36,No,Non-Travel,Sales,8,Male,3,Sales_Executive,Low,Single,7587,1,No,Excellent,10,1,10,7,MonthlyRate,14229,Master//Life_Sciences
43,Yes,Travel_Frequently,Research_Development,17,Male,1,Research_Scientist,High,Married,2437,9,Yes,Excellent,6,4,1,0,DailyRate,807,Bachelor//Technical_Degree
43,Yes,Travel_Frequently,Research_Development,17,Male,1,Research_Scientist,High,Married,2437,9,Yes,Excellent,6,4,1,0,HourlyRate,38,Bachelor//Technical_Degree
43,Yes,Travel_Frequently,Research_Development,17,Male,1,Research_Scientist,High,Married,2437,9,Yes,Excellent,6,4,1,0,MonthlyRate,15587,Bachelor//Technical_Degree
37,No,Non-Travel,Research_Development,2,Male,2,Healthcare_Representative,Very_High,Divorced,5163,5,No,Excellent,17,2,1,0,DailyRate,1040,College//Life_Sciences
37,No,Non-Travel,Research_Development,2,Male,2,Healthcare_Representative,Very_High,Divorced,5163,5,No,Excellent,17,2,1,0,HourlyRate,100,College//Life_Sciences
37,No,Non-Travel,Research_Development,2,Male,2,Healthcare_Representative,Very_High,Divorced,5163,5,No,Excellent,17,2,1,0,MonthlyRate,15850,College//Life_Sciences
35,No,Travel_Rarely,Research_Development,10,Female,2,Healthcare_Representative,High,Single,6142,3,Yes,Excellent,10,4,5,2,DailyRate,670,Master//Medical
35,No,Travel_Rarely,Research_Development,10,Female,2,Healthcare_Representative,High,Single,6142,3,Yes,Excellent,10,4,5,2,HourlyRate,51,Master//Medical
35,No,Travel_Rarely,Research_Development,10,Female,2,Healthcare_Representative,High,Single,6142,3,Yes,Excellent,10,4,5,2,MonthlyRate,4223,Master//Medical
51,No,Travel_Frequently,Research_Development,6,Female,1,Laboratory_Technician,High,Single,2838,0,No,Excellent,8,6,7,0,DailyRate,968,College//Medical
51,No,Travel_Frequently,Research_Development,6,Female,1,Laboratory_Technician,High,Single,2838,0,No,Excellent,8,6,7,0,HourlyRate,40,College//Medical
51,No,Travel_Frequently,Research_Development,6,Female,1,Laboratory_Technician,High,Single,2838,0,No,Excellent,8,6,7,0,MonthlyRate,4257,College//Medical
51,No,Travel_Rarely,Sales,14,Female,2,Sales_Executive,Very_High,Married,4936,4,No,Excellent,18,2,7,7,DailyRate,1178,College//Life_Sciences
51,No,Travel_Rarely,Sales,14,Female,2,Sales_Executive,Very_High,Married,4936,4,No,Excellent,18,2,7,7,HourlyRate,87,College//Life_Sciences
51,No,Travel_Rarely,Sales,14,Female,2,Sales_Executive,Very_High,Married,4936,4,No,Excellent,18,2,7,7,MonthlyRate,14862,College//Life_Sciences
28,No,Travel_Rarely,Research_Development,1,Male,1,Research_Scientist,Very_High,Married,2044,1,No,Excellent,5,6,5,3,DailyRate,1181,Bachelor//Life_Sciences
28,No,Travel_Rarely,Research_Development,1,Male,1,Research_Scientist,Very_High,Married,2044,1,No,Excellent,5,6,5,3,HourlyRate,82,Bachelor//Life_Sciences
28,No,Travel_Rarely,Research_Development,1,Male,1,Research_Scientist,Very_High,Married,2044,1,No,Excellent,5,6,5,3,MonthlyRate,5531,Bachelor//Life_Sciences
32,No,Travel_Rarely,Sales,4,Female,1,Sales_Representative,Medium,Married,3931,2,No,Excellent,6,5,4,3,DailyRate,1401,College//Life_Sciences
32,No,Travel_Rarely,Sales,4,Female,1,Sales_Representative,Medium,Married,3931,2,No,Excellent,6,5,4,3,HourlyRate,56,College//Life_Sciences
32,No,Travel_Rarely,Sales,4,Female,1,Sales_Representative,Medium,Married,3931,2,No,Excellent,6,5,4,3,MonthlyRate,20990,College//Life_Sciences
45,No,Non-Travel,Research_Development,1,Male,3,Healthcare_Representative,High,Married,10748,3,No,Outstanding,25,3,23,15,DailyRate,1238,Below_College//Life_Sciences
45,No,Non-Travel,Research_Development,1,Male,3,Healthcare_Representative,High,Married,10748,3,No,Outstanding,25,3,23,15,HourlyRate,74,Below_College//Life_Sciences
45,No,Non-Travel,Research_Development,1,Male,3,Healthcare_Representative,High,Married,10748,3,No,Outstanding,25,3,23,15,MonthlyRate,3395,Below_College//Life_Sciences
31,No,Travel_Rarely,Sales,7,Male,3,Manager,Very_High,Divorced,11557,9,No,Outstanding,10,3,5,4,DailyRate,688,Bachelor//Life_Sciences
31,No,Travel_Rarely,Sales,7,Male,3,Manager,Very_High,Divorced,11557,9,No,Outstanding,10,3,5,4,HourlyRate,44,Bachelor//Life_Sciences
31,No,Travel_Rarely,Sales,7,Male,3,Manager,Very_High,Divorced,11557,9,No,Outstanding,10,3,5,4,MonthlyRate,25291,Bachelor//Life_Sciences
36,No,Travel_Rarely,Research_Development,7,Male,1,Research_Scientist,Very_High,Single,4678,2,No,Excellent,8,6,6,2,DailyRate,188,Master//Other
36,No,Travel_Rarely,Research_Development,7,Male,1,Research_Scientist,Very_High,Single,4678,2,No,Excellent,8,6,6,2,HourlyRate,65,Master//Other
36,No,Travel_Rarely,Research_Development,7,Male,1,Research_Scientist,Very_High,Single,4678,2,No,Excellent,8,6,6,2,MonthlyRate,23293,Master//Other
